"","concept_id","concept_code","concept_name","domain","vocabulary","is_standard","include_descendants"
"538",43530697,"1671000119100","Metastasis to lymph node from squamous cell carcinoma","Condition","SNOMED","S",FALSE
"539",42537577,"737058005","Microsatellite instability-high colorectal cancer","Condition","SNOMED","S",FALSE
"540",42536486,"735385007","Microsatellite instability-high solid malignant tumor","Condition","SNOMED","S",FALSE
"541",42536208,"734905008","Moderate acute exacerbation of asthma","Condition","SNOMED","S",FALSE
"542",42538015,"738527001","Myeloid and/or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement","Condition","SNOMED","S",FALSE
"543",42536729,"735718000","Neonatal malabsorption with gastrointestinal hormone-secreting endocrine tumor","Condition","SNOMED","S",FALSE
"544",42709928,"449800007","Neoplasm of dome of urinary bladder","Condition","SNOMED","S",FALSE
"545",43020547,"470754002","Neoplasm of fetal heart","Condition","SNOMED","S",FALSE
"546",42709776,"449648005","Neoplasm of skin of lower leg","Condition","SNOMED","S",FALSE
"547",42709777,"449649002","Neoplasm of skin of upper arm","Condition","SNOMED","S",FALSE
"548",42709932,"449804003","Neoplasm of uncertain behavior of dome of urinary bladder","Condition","SNOMED","S",FALSE
"549",42709757,"449629006","Neoplasm of uncertain behavior of lower leg","Condition","SNOMED","S",FALSE
"550",43530716,"293801000119103","Neuroma of ankle","Condition","SNOMED","S",FALSE
"551",42538151,"739301006","Osteoporosis co-occurrent and due to multiple myeloma","Condition","SNOMED","S",FALSE
"552",43021791,"473437005","Parosteal lipoma","Condition","SNOMED","S",FALSE
"553",42537145,"736322001","Pediatric follicular lymphoma","Condition","SNOMED","S",FALSE
"554",43531641,"609565001","Permanent neonatal diabetes mellitus","Condition","SNOMED","S",FALSE
"555",42709860,"449732002","Pigmented actinic keratosis","Condition","SNOMED","S",FALSE
"556",43531118,"608817003","Pituicytoma","Condition","SNOMED","S",FALSE
"557",42539348,"762260000","Pleomorphic lobular carcinoma in situ of breast","Condition","SNOMED","S",FALSE
"558",42538580,"762316003","Polymorphic lymphoproliferative disorder following transplant","Condition","SNOMED","S",FALSE
"559",43530608,"101601000119101","Post surgical neuroma of lower limb","Condition","SNOMED","S",FALSE
"560",43021830,"5501000119106","Postoperative hypertension","Condition","SNOMED","S",FALSE
"561",43530609,"101621000119105","Postoperative neuroma of upper limb","Condition","SNOMED","S",FALSE
"562",43531007,"609563008","Pre-existing diabetes mellitus in pregnancy","Condition","SNOMED","S",FALSE
"563",43531008,"609564002","Pre-existing type 1 diabetes mellitus in pregnancy","Condition","SNOMED","S",FALSE
"564",43531010,"609567009","Pre-existing type 2 diabetes mellitus in pregnancy","Condition","SNOMED","S",FALSE
"565",43531009,"609566000","Pregnancy and type 1 diabetes mellitus","Condition","SNOMED","S",FALSE
"566",42872396,"1701000119104","Primary adenocarcinoma of colon","Condition","SNOMED","S",FALSE
"567",42872399,"1651000119109","Primary adenocarcinoma of pancreas","Condition","SNOMED","S",FALSE
"568",42537751,"737308008","Primary adenocarcinoma of sublingual gland","Condition","SNOMED","S",FALSE
"569",42537752,"737309000","Primary adenocarcinoma of submandibular gland","Condition","SNOMED","S",FALSE
"570",42539037,"735678002","Primary chondrosarcoma of articular cartilage","Condition","SNOMED","S",FALSE
"571",42539556,"735679005","Primary chondrosarcoma of bone","Condition","SNOMED","S",FALSE
"572",42539527,"735332000","Primary cutaneous diffuse large cell B-cell lymphoma of lower extremity","Condition","SNOMED","S",FALSE
"573",42538693,"762458004","Primary endometrioid carcinoma of endometrium of body of uterus","Condition","SNOMED","S",FALSE
"574",42536762,"735757008","Primary ganglioneuroblastoma of brain","Condition","SNOMED","S",FALSE
"575",42709931,"449803009","Primary malignant neoplasm of dome of urinary bladder","Condition","SNOMED","S",FALSE
"576",42539581,"735918005","Primary malignant neoplasm of lacrimal caruncle","Condition","SNOMED","S",FALSE
"577",42709763,"449635006","Primary malignant neoplasm of lower leg","Condition","SNOMED","S",FALSE
"578",42536893,"735917000","Primary malignant neoplasm of ocular adnexa","Condition","SNOMED","S",FALSE
"579",42709762,"449634005","Primary malignant neoplasm of skin of lower leg","Condition","SNOMED","S",FALSE
"580",42537755,"737313007","Primary malignant neuroendocrine neoplasm of ileum","Condition","SNOMED","S",FALSE
"581",42537754,"737312002","Primary malignant neuroendocrine neoplasm of jejunum","Condition","SNOMED","S",FALSE
"582",42536743,"735735001","Primary malignant neuroendocrine neoplasm of pancreas","Condition","SNOMED","S",FALSE
"583",42538835,"762665002","Primary malignant neuroendocrine neoplasm of perihilar bile duct","Condition","SNOMED","S",FALSE
"584",42536895,"735920008","Primary malignant neuroepithelial neoplasm of ciliary body","Condition","SNOMED","S",FALSE
"585",42536894,"735919002","Primary malignant neuroepithelial neoplasm of iris","Condition","SNOMED","S",FALSE
"586",42536896,"735921007","Primary malignant neuroepithelial neoplasm of orbit","Condition","SNOMED","S",FALSE
"587",42536892,"735916009","Primary malignant neuroepithelial neoplasm of retina","Condition","SNOMED","S",FALSE
"588",42536528,"735450006","Primary malignant neuroepitheliomatous neoplasm of nasal cavity","Condition","SNOMED","S",FALSE
"589",42536723,"735680008","Primary osteosarcoma","Condition","SNOMED","S",FALSE
"590",42539700,"737311009","Primary squamous cell carcinoma of sublingual gland","Condition","SNOMED","S",FALSE
"591",42537753,"737310005","Primary squamous cell carcinoma of submandibular gland","Condition","SNOMED","S",FALSE
"592",43020511,"470753008","Progression of fetal left ventricular outflow tract obstruction","Condition","SNOMED","S",FALSE
"593",43021871,"470752003","Progression of fetal right ventricular outflow tract obstruction","Condition","SNOMED","S",FALSE
"594",42536541,"735465007","Protracted bronchitis caused by bacterium","Condition","SNOMED","S",FALSE
"595",42534820,"10629231000119109","Recurrent acute streptococcal tonsillitis","Condition","SNOMED","S",FALSE
"596",43021940,"472827002","Recurrent respiratory papillomatosis","Condition","SNOMED","S",FALSE
"597",42709778,"449650002","Recurrent varicose vein of lower leg","Condition","SNOMED","S",FALSE
"598",42709779,"449651003","Recurrent varicose vein of lower limb","Condition","SNOMED","S",FALSE
"599",43020465,"286011000119101","Rheumatic mitral valve annular calcification","Condition","SNOMED","S",FALSE
"600",43020466,"286031000119106","Rheumatic mitral valve prolapse","Condition","SNOMED","S",FALSE
"601",42709760,"449632009","Secondary malignant neoplasm of lower leg","Condition","SNOMED","S",FALSE
"602",42709758,"449630001","Secondary malignant neoplasm of skin of lower leg","Condition","SNOMED","S",FALSE
"603",42709759,"449631002","Secondary malignant neoplasm of skin of upper arm","Condition","SNOMED","S",FALSE
"604",42709761,"449633004","Secondary malignant neoplasm of upper arm","Condition","SNOMED","S",FALSE
"605",42539561,"762396004","Subcutaneous lipoma","Condition","SNOMED","S",FALSE
"606",42709927,"449799008","Subependymal giant cell astrocytoma","Condition","SNOMED","S",FALSE
"607",43531586,"81000119104","Symptomatic human immunodeficiency virus infection","Condition","SNOMED","S",FALSE
"608",42538579,"762315004","Therapy related acute myeloid leukemia due to and following administration of antineoplastic agent","Condition","SNOMED","S",FALSE
"609",42534922,"1082291000119108","Transitional cell carcinoma of left ureter","Condition","SNOMED","S",FALSE
"610",42539704,"737359009","Umbilical adenoma","Condition","SNOMED","S",FALSE
"611",42539549,"735588005","Uncomplicated allergic asthma","Condition","SNOMED","S",FALSE
"612",42536649,"735589002","Uncomplicated non-allergic asthma","Condition","SNOMED","S",FALSE
"613",40491438,"448707007","Abdominal wall tumor","Condition","SNOMED","S",FALSE
"614",37311684,"822969007","Acinar cell cystadenocarcinoma of lung","Condition","SNOMED","S",FALSE
"615",37311683,"822970008","Acinar cell cystadenocarcinoma of prostate","Condition","SNOMED","S",FALSE
"616",37311853,"816201004","Acral nevus","Condition","SNOMED","S",FALSE
"617",37312586,"789051005","Actinic intraepidermal squamous cell carcinoma","Condition","SNOMED","S",FALSE
"618",40481763,"442025000","Acute exacerbation of chronic asthmatic bronchitis","Condition","SNOMED","S",FALSE
"619",37312199,"789574002","Acute exacerbation of idiopathic pulmonary fibrosis","Condition","SNOMED","S",FALSE
"620",40483761,"445448008","Acute myeloid leukemia with myelodysplasia-related changes","Condition","SNOMED","S",FALSE
"621",40481524,"444911000","Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL","Condition","SNOMED","S",FALSE
"622",40481043,"443344007","Acute on chronic diastolic heart failure","Condition","SNOMED","S",FALSE
"623",40480602,"443253003","Acute on chronic systolic heart failure","Condition","SNOMED","S",FALSE
"624",40479582,"441535001","Adenocarcinoma of head and neck","Condition","SNOMED","S",FALSE
"625",40493492,"449153001","Adenocarcinoma of lower esophagus","Condition","SNOMED","S",FALSE
"626",40486583,"447800002","Adenocarcinoma of scrotum","Condition","SNOMED","S",FALSE
"627",40486111,"447731000","Adenoma of duodenum","Condition","SNOMED","S",FALSE
"628",40486573,"447791003","Adenoma of sigmoid colon","Condition","SNOMED","S",FALSE
"629",40493005,"449052009","Adenomatoid tumor of epididymis","Condition","SNOMED","S",FALSE
"630",40492386,"447390000","Adenosarcoma of uterus","Condition","SNOMED","S",FALSE
"631",37395826,"715403006","Adult heart tumor","Condition","SNOMED","S",FALSE
"632",37396742,"716655008","Aggressive systemic mastocytosis","Condition","SNOMED","S",FALSE
"633",37396219,"715950008","ALK-positive large B-cell lymphoma","Condition","SNOMED","S",FALSE
"634",40486108,"447729009","Ameloblastoma of mandible","Condition","SNOMED","S",FALSE
"635",40488896,"448212009","Anaplastic large cell lymphoma, ALK negative","Condition","SNOMED","S",FALSE
"636",40486535,"447757002","Angiosarcoma of cheek","Condition","SNOMED","S",FALSE
"637",40487050,"447886005","Anorectal adenocarcinoma","Condition","SNOMED","S",FALSE
"638",40487132,"449410007","Anorectal tubulovillous adenoma","Condition","SNOMED","S",FALSE
"639",37396158,"715866009","Attenuated familial adenomatous polyposis","Condition","SNOMED","S",FALSE
"640",37310594,"351851000119104","Atypical fibroxanthoma of skin of scalp","Condition","SNOMED","S",FALSE
"641",37312023,"788874003","B-cell prolymphocytic leukemia in remission","Condition","SNOMED","S",FALSE
"642",37399589,"80071000119103","Basal cell carcinoma of skin in situ","Condition","SNOMED","S",FALSE
"643",40481474,"443416007","Benign adenomatous neoplasm","Condition","SNOMED","S",FALSE
"644",40491854,"447249001","Benign cyst of ovary","Condition","SNOMED","S",FALSE
"645",37312396,"788390005","Benign insulinoma","Condition","SNOMED","S",FALSE
"646",40486580,"447798009","Benign neoplasm of connective tissue of head and/or neck","Condition","SNOMED","S",FALSE
"647",37310605,"354141000119105","Benign neoplasm of left epididymis","Condition","SNOMED","S",FALSE
"648",37310606,"354131000119101","Benign neoplasm of left eye","Condition","SNOMED","S",FALSE
"649",37310570,"682701000119104","Benign neoplasm of left lacrimal gland","Condition","SNOMED","S",FALSE
"650",37310478,"1079251000119102","Benign neoplasm of left lung","Condition","SNOMED","S",FALSE
"651",37310607,"354101000119108","Benign neoplasm of left orbit","Condition","SNOMED","S",FALSE
"652",37310611,"354021000119100","Benign neoplasm of left renal pelvis","Condition","SNOMED","S",FALSE
"653",37310608,"354071000119104","Benign neoplasm of left retina","Condition","SNOMED","S",FALSE
"654",37310477,"1079261000119100","Benign neoplasm of left scapula","Condition","SNOMED","S",FALSE
"655",37310609,"354061000119105","Benign neoplasm of left ureter","Condition","SNOMED","S",FALSE
"656",40488416,"448136003","Benign neoplasm of maxillofacial bone","Condition","SNOMED","S",FALSE
"657",37310603,"354181000119100","Benign neoplasm of right epididymis","Condition","SNOMED","S",FALSE
"658",37310604,"354171000119103","Benign neoplasm of right eye","Condition","SNOMED","S",FALSE
"659",37310569,"682761000119103","Benign neoplasm of right lacrimal gland","Condition","SNOMED","S",FALSE
"660",37310476,"1079311000119106","Benign neoplasm of right lung","Condition","SNOMED","S",FALSE
"661",37310610,"354031000119102","Benign neoplasm of right orbit","Condition","SNOMED","S",FALSE
"662",37310612,"353911000119105","Benign neoplasm of right renal pelvis","Condition","SNOMED","S",FALSE
"663",37310595,"351311000119107","Benign neoplasm of right retina","Condition","SNOMED","S",FALSE
"664",37310475,"1079321000119104","Benign neoplasm of right scapula","Condition","SNOMED","S",FALSE
"665",37310596,"351291000119108","Benign neoplasm of right ureter","Condition","SNOMED","S",FALSE
"666",37310473,"1079361000119109","Benign neoplasm of skin of left lower limb","Condition","SNOMED","S",FALSE
"667",37310474,"1079331000119101","Benign neoplasm of skin of left upper limb","Condition","SNOMED","S",FALSE
"668",37310471,"1079401000119100","Benign neoplasm of skin of right lower limb","Condition","SNOMED","S",FALSE
"669",37310472,"1079371000119103","Benign neoplasm of skin of right upper limb","Condition","SNOMED","S",FALSE
"670",40493479,"449141000","Benign neoplasm of soft tissue of foot","Condition","SNOMED","S",FALSE
"671",40491463,"448730001","Benign neoplasm of soft tissue of forearm","Condition","SNOMED","S",FALSE
"672",40486061,"447687004","Benign neoplasm of soft tissue of hand","Condition","SNOMED","S",FALSE
"673",40492930,"448986008","Benign neoplasm of soft tissue of jaw","Condition","SNOMED","S",FALSE
"674",40491465,"448731002","Benign neoplasm of soft tissue of knee","Condition","SNOMED","S",FALSE
"675",40491466,"448732009","Benign neoplasm of soft tissue of lower leg","Condition","SNOMED","S",FALSE
"676",40489401,"448311004","Benign neoplasm of soft tissue of thigh","Condition","SNOMED","S",FALSE
"677",40492541,"448983000","Benign neoplasm of soft tissue of upper arm","Condition","SNOMED","S",FALSE
"678",40651279,"92407004","Benign neoplasm of vertebral column","Condition","SNOMED","S",FALSE
"679",37310753,"130461000119102","Benign neuroendocrine neoplasm of ileum","Condition","SNOMED","S",FALSE
"680",37310754,"130451000119104","Benign neuroendocrine neoplasm of jejunum","Condition","SNOMED","S",FALSE
"681",37310751,"130571000119107","Benign neuroendocrine neoplasm of large intestine","Condition","SNOMED","S",FALSE
"682",37310752,"130521000119106","Benign neuroendocrine neoplasm of sigmoid colon","Condition","SNOMED","S",FALSE
"683",40488415,"448135004","Benign teratoma of pineal region","Condition","SNOMED","S",FALSE
"684",40486025,"447654003","Benign teratoma of retroperitoneum","Condition","SNOMED","S",FALSE
"685",40486581,"447799001","Benign teratoma of testis","Condition","SNOMED","S",FALSE
"686",37396744,"716658005","Bilateral multiple fibroadenoma of breast","Condition","SNOMED","S",FALSE
"687",40488376,"446593006","Bizarre parosteal osteochondromatous proliferation","Condition","SNOMED","S",FALSE
"688",40482072,"445105005","Blastic plasmacytoid dendritic cell neoplasm","Condition","SNOMED","S",FALSE
"689",37396384,"716180009","Boder syndrome","Condition","SNOMED","S",FALSE
"690",37310462,"1081431000119104","Borderline phyllodes neoplasm of left breast","Condition","SNOMED","S",FALSE
"691",37310461,"1081441000119108","Borderline phyllodes neoplasm of right breast","Condition","SNOMED","S",FALSE
"692",40493018,"449064001","Bowen's disease of skin of buttock","Condition","SNOMED","S",FALSE
"693",40487489,"447953007","Bowen's disease of skin of chest","Condition","SNOMED","S",FALSE
"694",40481907,"443492008","Carcinoid tumor","Condition","SNOMED","S",FALSE
"695",40489405,"448315008","Carcinoma of anus","Condition","SNOMED","S",FALSE
"696",40492937,"448992002","Carcinoma of appendix","Condition","SNOMED","S",FALSE
"697",40492933,"448989001","Carcinoma of brain","Condition","SNOMED","S",FALSE
"698",40487484,"447949005","Carcinoma of cheek","Condition","SNOMED","S",FALSE
"699",40493028,"449073009","Carcinoma of corpus uteri","Condition","SNOMED","S",FALSE
"700",40486161,"449211009","Carcinoma of face","Condition","SNOMED","S",FALSE
"701",40486563,"447782002","Carcinoma of female breast","Condition","SNOMED","S",FALSE
"702",40493495,"449156009","Carcinoma of floor of mouth","Condition","SNOMED","S",FALSE
"703",40493007,"449054005","Carcinoma of fundus of uterus","Condition","SNOMED","S",FALSE
"704",40486207,"449253005","Carcinoma of hypothalamus","Condition","SNOMED","S",FALSE
"705",40492938,"448993007","Carcinoma of lung","Condition","SNOMED","S",FALSE
"706",40487596,"449487002","Carcinoma of mandible","Condition","SNOMED","S",FALSE
"707",40493032,"449077005","Carcinoma of maxilla","Condition","SNOMED","S",FALSE
"708",40492934,"448990005","Carcinoma of nasal cavity","Condition","SNOMED","S",FALSE
"709",40487140,"449417005","Carcinoma of nasal septum","Condition","SNOMED","S",FALSE
"710",40492932,"448988009","Carcinoma of nose","Condition","SNOMED","S",FALSE
"711",40486562,"447781009","Carcinoma of peritoneum","Condition","SNOMED","S",FALSE
"712",40486208,"449254004","Carcinoma of pharynx","Condition","SNOMED","S",FALSE
"713",40492016,"448863000","Carcinoma of pineal gland","Condition","SNOMED","S",FALSE
"714",40488899,"448215006","Carcinoma of renal pelvis","Condition","SNOMED","S",FALSE
"715",37399542,"716593008","Carcinoma of salivary gland type of breast","Condition","SNOMED","S",FALSE
"716",40487139,"449416001","Carcinoma of skin of anus","Condition","SNOMED","S",FALSE
"717",40490989,"448664009","Carcinoma of small intestine","Condition","SNOMED","S",FALSE
"718",40489404,"448314007","Carcinoma of spinal cord","Condition","SNOMED","S",FALSE
"719",40488900,"448216007","Carcinoma of thyroid","Condition","SNOMED","S",FALSE
"720",40492939,"448994001","Carcinoma of upper rectum","Condition","SNOMED","S",FALSE
"721",40492017,"448864006","Carcinoma of ureter","Condition","SNOMED","S",FALSE
"722",40492509,"448954003","Carcinoma of urethra","Condition","SNOMED","S",FALSE
"723",40485978,"446022000","Carcinoma of uterus","Condition","SNOMED","S",FALSE
"724",40487046,"447882007","Carcinoma of vulva","Condition","SNOMED","S",FALSE
"725",40481147,"444869007","Cavernous hemangioma of brain","Condition","SNOMED","S",FALSE
"726",40493493,"449154007","Cavernous hemangioma of scalp","Condition","SNOMED","S",FALSE
"727",40482934,"445305001","Cavernous hemangioma of skin","Condition","SNOMED","S",FALSE
"728",37396694,"716592003","Cerebellar liponeurocytoma","Condition","SNOMED","S",FALSE
"729",37311072,"827174006","Cervicofacial fibrochondroma","Condition","SNOMED","S",FALSE
"730",37399545,"716661006","Childhood neoplasm of heart","Condition","SNOMED","S",FALSE
"731",40481938,"443520009","Chondrosarcoma","Condition","SNOMED","S",FALSE
"732",40486574,"447792005","Chondrosarcoma of bone","Condition","SNOMED","S",FALSE
"733",37396183,"715900001","Chordoid glioma","Condition","SNOMED","S",FALSE
"734",40490343,"446939001","Chordoma of clivus","Condition","SNOMED","S",FALSE
"735",40486109,"447730004","Chordoma of sacrum","Condition","SNOMED","S",FALSE
"736",40489501,"448401007","Choriocarcinoma of placenta","Condition","SNOMED","S",FALSE
"737",40479576,"441530006","Chronic diastolic heart failure","Condition","SNOMED","S",FALSE
"738",37396824,"716771000","Chronic hiccup","Condition","SNOMED","S",FALSE
"739",40479192,"441481004","Chronic systolic heart failure","Condition","SNOMED","S",FALSE
"740",37312010,"788887009","Chronic viral carditis","Condition","SNOMED","S",FALSE
"741",40483581,"442478007","Combined tubal and intrauterine pregnancy","Condition","SNOMED","S",FALSE
"742",37310469,"1079681000119106","Congenital pigmented melanocytic nevus of skin of left lower limb","Condition","SNOMED","S",FALSE
"743",37310470,"1079651000119104","Congenital pigmented melanocytic nevus of skin of left upper limb","Condition","SNOMED","S",FALSE
"744",37310568,"683251000119104","Congenital pigmented melanocytic nevus of skin of neck","Condition","SNOMED","S",FALSE
"745",37310467,"1079721000119100","Congenital pigmented melanocytic nevus of skin of right lower limb","Condition","SNOMED","S",FALSE
"746",37310468,"1079691000119109","Congenital pigmented melanocytic nevus of skin of right upper limb","Condition","SNOMED","S",FALSE
"747",37310567,"683261000119102","Congenital pigmented melanocytic nevus of skin of scalp","Condition","SNOMED","S",FALSE
"748",37310466,"1079731000119102","Dermatofibroma of left upper limb","Condition","SNOMED","S",FALSE
"749",37310465,"1079771000119104","Dermatofibroma of right upper limb","Condition","SNOMED","S",FALSE
"750",37310566,"683441000119100","Dermatofibroma of scalp","Condition","SNOMED","S",FALSE
"751",37310565,"683451000119103","Dermatofibroma of trunk","Condition","SNOMED","S",FALSE
"752",40488988,"448296006","Dermatofibrosarcoma protuberans of skin of chest","Condition","SNOMED","S",FALSE
"753",40486088,"447710003","Dermatofibrosarcoma protuberans of skin of shoulder","Condition","SNOMED","S",FALSE
"754",40593800,"419952004","Dermoid cyst","Condition","SNOMED","S",FALSE
"755",40651621,"90365003","Dermoid cyst of mouth","Condition","SNOMED","S",FALSE
"756",40397877,"201325006","Dermoid cyst of skin","Condition","SNOMED","S",FALSE
"757",37311819,"816980006","Differentiated penile intraepithelial neoplasia","Condition","SNOMED","S",FALSE
"758",37311820,"816979008","Differentiated vulvar intraepithelial neoplasia","Condition","SNOMED","S",FALSE
"759",40486171,"449220000","Diffuse follicle center lymphoma","Condition","SNOMED","S",FALSE
"760",40493518,"449177007","Diffuse non-Hodgkin's lymphoma of bone","Condition","SNOMED","S",FALSE
"761",40486172,"449221001","Diffuse non-Hodgkin's lymphoma of central nervous system","Condition","SNOMED","S",FALSE
"762",40490465,"448560008","Diffuse non-Hodgkin's lymphoma of extranodal site","Condition","SNOMED","S",FALSE
"763",40493517,"449176003","Diffuse non-Hodgkin's lymphoma of intestine","Condition","SNOMED","S",FALSE
"764",40492020,"448867004","Diffuse non-Hodgkin's lymphoma of lung","Condition","SNOMED","S",FALSE
"765",40489409,"448319002","Diffuse non-Hodgkin's lymphoma of nasopharynx","Condition","SNOMED","S",FALSE
"766",40493019,"449065000","Diffuse non-Hodgkin's lymphoma of nose","Condition","SNOMED","S",FALSE
"767",40489963,"448468003","Diffuse non-Hodgkin's lymphoma of oral cavity","Condition","SNOMED","S",FALSE
"768",40490520,"448609001","Diffuse non-Hodgkin's lymphoma of ovary","Condition","SNOMED","S",FALSE
"769",40488897,"448213004","Diffuse non-Hodgkin's lymphoma of prostate","Condition","SNOMED","S",FALSE
"770",40486167,"449217008","Diffuse non-Hodgkin's lymphoma of skin","Condition","SNOMED","S",FALSE
"771",40486166,"449216004","Diffuse non-Hodgkin's lymphoma of soft tissue","Condition","SNOMED","S",FALSE
"772",40490988,"448663003","Diffuse non-Hodgkin's lymphoma of stomach","Condition","SNOMED","S",FALSE
"773",40489960,"448465000","Diffuse non-Hodgkin's lymphoma of testis","Condition","SNOMED","S",FALSE
"774",40493514,"449173006","Diffuse non-Hodgkin's lymphoma of tonsil","Condition","SNOMED","S",FALSE
"775",40490518,"448607004","Diffuse non-Hodgkin's lymphoma of uterine cervix","Condition","SNOMED","S",FALSE
"776",40493243,"445928005","Eisenmenger's syndrome","Condition","SNOMED","S",FALSE
"777",37396736,"716648006","Embryonal sarcoma of liver","Condition","SNOMED","S",FALSE
"778",40481911,"443496006","Enchondroma of bone","Condition","SNOMED","S",FALSE
"779",40486586,"447802005","Enchondroma of mandible","Condition","SNOMED","S",FALSE
"780",40486538,"447760009","Endocervical adenocarcinoma in situ","Condition","SNOMED","S",FALSE
"781",40489883,"446887007","Endometrial stromal tumor","Condition","SNOMED","S",FALSE
"782",37396184,"715901002","Ependymoblastoma","Condition","SNOMED","S",FALSE
"783",40482745,"443643007","Ependymoma","Condition","SNOMED","S",FALSE
"784",37396688,"716586009","Epstein-Barr virus associated gastric carcinoma","Condition","SNOMED","S",FALSE
"785",37399015,"716788007","Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly","Condition","SNOMED","S",FALSE
"786",40487487,"447951009","Ewing's sarcoma of soft tissue","Condition","SNOMED","S",FALSE
"787",40490452,"448548007","External angular dermoid","Condition","SNOMED","S",FALSE
"788",40486411,"446076000","Extragastrointestinal stromal tumor of peritoneum","Condition","SNOMED","S",FALSE
"789",40482893,"445269007","Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma)","Condition","SNOMED","S",FALSE
"790",37396737,"716649003","Extraovarian primary peritoneal carcinoma","Condition","SNOMED","S",FALSE
"791",37396837,"716787002","Extraventricular neurocytoma","Condition","SNOMED","S",FALSE
"792",37395837,"715414009","Familial malignant neoplasm of pancreas","Condition","SNOMED","S",FALSE
"793",37396743,"716657000","Familial papillary thyroid carcinoma with renal papillary neoplasia syndrome","Condition","SNOMED","S",FALSE
"794",37395835,"715412008","Familial prostate cancer","Condition","SNOMED","S",FALSE
"795",40486112,"447732007","Fibroma of chest wall","Condition","SNOMED","S",FALSE
"796",37310228,"10871331000119105","Fibroma of left ovary","Condition","SNOMED","S",FALSE
"797",40490453,"448549004","Fibroma of lower limb","Condition","SNOMED","S",FALSE
"798",37310227,"10871371000119108","Fibroma of right ovary","Condition","SNOMED","S",FALSE
"799",40488956,"448267005","Fibroma of upper limb","Condition","SNOMED","S",FALSE
"800",40484002,"442528007","Fibromatosis with contracture of plantar fascia","Condition","SNOMED","S",FALSE
"801",40488419,"448139005","Fibrosarcoma of connective tissue","Condition","SNOMED","S",FALSE
"802",37395985,"715634002","Florid cemento-osseous dysplasia","Condition","SNOMED","S",FALSE
"803",40486547,"447768002","Follicular adenoma of ectopic thyroid tissue","Condition","SNOMED","S",FALSE
"804",40486089,"447711004","Follicular neoplasm of thyroid","Condition","SNOMED","S",FALSE
"805",40490991,"448666006","Follicular non-Hodgkin's lymphoma of bone","Condition","SNOMED","S",FALSE
"806",40492940,"448995000","Follicular non-Hodgkin's lymphoma of central nervous system","Condition","SNOMED","S",FALSE
"807",40490467,"448561007","Follicular non-Hodgkin's lymphoma of extranodal site","Condition","SNOMED","S",FALSE
"808",40487142,"449419008","Follicular non-Hodgkin's lymphoma of intestine","Condition","SNOMED","S",FALSE
"809",40490998,"448672006","Follicular non-Hodgkin's lymphoma of lung","Condition","SNOMED","S",FALSE
"810",40486169,"449219006","Follicular non-Hodgkin's lymphoma of nasopharynx","Condition","SNOMED","S",FALSE
"811",40488917,"448231003","Follicular non-Hodgkin's lymphoma of nose","Condition","SNOMED","S",FALSE
"812",40493017,"449063007","Follicular non-Hodgkin's lymphoma of oral cavity","Condition","SNOMED","S",FALSE
"813",40486654,"449307001","Follicular non-Hodgkin's lymphoma of ovary","Condition","SNOMED","S",FALSE
"814",40488901,"448217003","Follicular non-Hodgkin's lymphoma of prostate","Condition","SNOMED","S",FALSE
"815",40492018,"448865007","Follicular non-Hodgkin's lymphoma of skin","Condition","SNOMED","S",FALSE
"816",40489407,"448317000","Follicular non-Hodgkin's lymphoma of soft tissue","Condition","SNOMED","S",FALSE
"817",40486173,"449222008","Follicular non-Hodgkin's lymphoma of stomach","Condition","SNOMED","S",FALSE
"818",40487141,"449418000","Follicular non-Hodgkin's lymphoma of testis","Condition","SNOMED","S",FALSE
"819",40493011,"449058008","Follicular non-Hodgkin's lymphoma of tonsil","Condition","SNOMED","S",FALSE
"820",40493012,"449059000","Follicular non-Hodgkin's lymphoma of uterine cervix","Condition","SNOMED","S",FALSE
"821",40488429,"448148000","Functioning pituitary neoplasm","Condition","SNOMED","S",FALSE
"822",40490469,"448563005","Functionless pituitary neoplasm","Condition","SNOMED","S",FALSE
"823",40489469,"448373008","Gastric wall tumor","Condition","SNOMED","S",FALSE
"824",40493027,"449072004","Gastrointestinal lymphoma","Condition","SNOMED","S",FALSE
"825",40486465,"446124001","Gastrointestinal stromal tumor of esophagus","Condition","SNOMED","S",FALSE
"826",40490328,"446925001","Gastrointestinal stromal tumor of large intestine","Condition","SNOMED","S",FALSE
"827",40492267,"445737002","Gastrointestinal stromal tumor of small intestine","Condition","SNOMED","S",FALSE
"828",40492266,"445736006","Gastrointestinal stromal tumor of stomach","Condition","SNOMED","S",FALSE
"829",37311852,"816202006","Genital melanocytic nevus","Condition","SNOMED","S",FALSE
"830",40483254,"443790001","Giant cell tumor","Condition","SNOMED","S",FALSE
"831",37396524,"716362006","Gingival disease co-occurrent with diabetes mellitus","Condition","SNOMED","S",FALSE
"832",40571980,"393563007","Glioblastoma multiforme","Condition","SNOMED","S",FALSE
"833",40571981,"393564001","Glioma","Condition","SNOMED","S",FALSE
"834",40479836,"444545003","Glioma of brainstem","Condition","SNOMED","S",FALSE
"835",40491825,"447222001","Granuloma gravidarum","Condition","SNOMED","S",FALSE
