domain_id,parent_concept,concept_name,concept_id,vocabulary_id,concept_code
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial vein of bilateral upper limbs,761460,SNOMED,15712121000119101
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial vein of left leg,763926,SNOMED,448661000124102
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial vein of left upper extremity,761459,SNOMED,15712081000119103
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial vein of lower limb,46271475,SNOMED,709602009
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial vein of right leg,761451,SNOMED,15711681000119104
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial vein of right upper extremity,761458,SNOMED,15712041000119108
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial vein of upper extremity,44782754,SNOMED,132531000119105
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superficial veins of both lower extremities,765228,SNOMED,15711721000119105
Condition,Chronic disease of cardiovascular system,Chronic thrombosis of superior vena cava,44782756,SNOMED,135061000119104
Condition,Chronic disease of cardiovascular system,Chronic total occlusion of coronary artery,36712779,SNOMED,117051000119103
Condition,Chronic disease of cardiovascular system,Chronic valvulitis,4164798,SNOMED,40964007
Condition,Chronic disease of cardiovascular system,Chronic vascular insufficiency,4196809,SNOMED,51147005
Condition,Chronic disease of cardiovascular system,Chronic vascular insufficiency of intestine,199064,SNOMED,111354009
Condition,Chronic disease of cardiovascular system,Chronic venous infarction of spinal cord,36717599,SNOMED,722986000
Condition,Chronic disease of cardiovascular system,Chronic venous thrombosis,35615125,SNOMED,16026431000119101
Condition,Chronic disease of cardiovascular system,Chronic viral carditis,37312010,SNOMED,788887009
Condition,Chronic disease of cardiovascular system,Cirrhotic cardiomyopathy,37110890,SNOMED,725416005
Condition,Chronic disease of cardiovascular system,Concato's disease,4242231,SNOMED,37980001
Condition,Chronic disease of cardiovascular system,Cruveilhier-Baumgarten syndrome,4163687,SNOMED,45256007
Condition,Chronic disease of cardiovascular system,Decompensated chronic heart failure,4311437,SNOMED,424404003
Condition,Chronic disease of cardiovascular system,Demyelination of central nervous system co-occurrent and due to Behcet disease,37110519,SNOMED,724783000
Condition,Chronic disease of cardiovascular system,Eisenmenger's syndrome,40493243,SNOMED,445928005
Condition,Chronic disease of cardiovascular system,Hemicrania continua,40480082,SNOMED,443095000
Condition,Chronic disease of cardiovascular system,"Hereditary cerebral amyloid angiopathy, Dutch type",4208824,SNOMED,56453003
Condition,Chronic disease of cardiovascular system,"Hereditary cerebral amyloid angiopathy, Icelandic type",4164289,SNOMED,45639009
Condition,Chronic disease of cardiovascular system,Hereditary cerebral hemorrhage with amyloidosis,37119072,SNOMED,724357007
Condition,Chronic disease of cardiovascular system,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,45771067,SNOMED,71701000119105
Condition,Chronic disease of cardiovascular system,Hypertension in chronic kidney disease due to type 2 diabetes mellitus,45771064,SNOMED,71421000119105
Condition,Chronic disease of cardiovascular system,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus,45757447,SNOMED,140131000119102
Condition,Chronic disease of cardiovascular system,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,45757446,SNOMED,140121000119100
Condition,Chronic disease of cardiovascular system,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,45757445,SNOMED,140111000119107
Condition,Chronic disease of cardiovascular system,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,45757444,SNOMED,140101000119109
Condition,Chronic disease of cardiovascular system,Hypertensive heart and chronic kidney disease,44784621,SNOMED,8501000119104
Condition,Chronic disease of cardiovascular system,Hypertensive heart AND chronic kidney disease on dialysis,44784637,SNOMED,96701000119107
Condition,Chronic disease of cardiovascular system,Hypertensive heart AND chronic kidney disease stage 1,44784640,SNOMED,96751000119106
Condition,Chronic disease of cardiovascular system,Hypertensive heart AND chronic kidney disease stage 2,43021836,SNOMED,96741000119109
Condition,Chronic disease of cardiovascular system,Hypertensive heart AND chronic kidney disease stage 3,43021835,SNOMED,96731000119100
Condition,Chronic disease of cardiovascular system,Hypertensive heart AND chronic kidney disease stage 4,44784639,SNOMED,96721000119103
Condition,Chronic disease of cardiovascular system,Hypertensive heart AND chronic kidney disease stage 5,44784638,SNOMED,96711000119105
Condition,Chronic disease of cardiovascular system,"Hyperuricemia, pulmonary hypertension, renal failure, alkalosis syndrome",36679002,SNOMED,776416004
Condition,Chronic disease of cardiovascular system,Idiopathic recurrent pericarditis,35624116,SNOMED,766704005
Condition,Chronic disease of cardiovascular system,Intermittent cerebral ischemia,4112021,SNOMED,195206000
Condition,Chronic disease of cardiovascular system,Intermittent second degree atrioventricular block,4088332,SNOMED,251114004
Condition,Chronic disease of cardiovascular system,Kartagener syndrome,4173466,SNOMED,42402006
Condition,Chronic disease of cardiovascular system,Large plaque parapsoriasis,4284682,SNOMED,67081008
Condition,Chronic disease of cardiovascular system,Larsen-like syndrome B3GAT3 type,35622345,SNOMED,763778003
Condition,Chronic disease of cardiovascular system,Malignant hypertensive heart disease and chronic renal disease stage 3,762033,SNOMED,285911000119109
Condition,Chronic disease of cardiovascular system,Malignant hypertensive heart disease and chronic renal disease stage 4,762034,SNOMED,285921000119102
Condition,Chronic disease of cardiovascular system,Multiple progressive hemangiomata,4112769,SNOMED,254782003
Condition,Chronic disease of cardiovascular system,Myocarditis due to Chaga disease,3656065,SNOMED,871587002
Condition,Chronic disease of cardiovascular system,Non-atherosclerotic chronic arterial occlusive disease,37110251,SNOMED,724441006
Condition,Chronic disease of cardiovascular system,Parapsoriasis en plaques,4209301,SNOMED,56253000
Condition,Chronic disease of cardiovascular system,Pelvic congestion syndrome,201347,SNOMED,39402007
Condition,Chronic disease of cardiovascular system,Pericarditis secondary to myxedema,4214249,SNOMED,39244004
Condition,Chronic disease of cardiovascular system,Persistent pulmonary hypertension,3174548,Nebraska Lexicon,10090001000004100
Condition,Chronic disease of cardiovascular system,Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy,45757356,SNOMED,118781000119108
Condition,Chronic disease of cardiovascular system,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth,45757137,SNOMED,10757401000119104
Condition,Chronic disease of cardiovascular system,Pre-existing hypertensive heart and chronic kidney disease in mother complicating pregnancy,45757139,SNOMED,10757481000119107
Condition,Chronic disease of cardiovascular system,Progression of fetal left ventricular outflow tract obstruction,43020511,SNOMED,470753008
Condition,Chronic disease of cardiovascular system,Progression of fetal right ventricular outflow tract obstruction,43021871,SNOMED,470752003
Condition,Chronic disease of cardiovascular system,Progressive angina,4161973,SNOMED,371806006
Condition,Chronic disease of cardiovascular system,Progressive pigmentary dermatosis of Schamberg,4271703,SNOMED,64146000
Condition,Chronic disease of cardiovascular system,Pure autonomic failure,4309357,SNOMED,84438001
Condition,Chronic disease of cardiovascular system,Recurrent abdominal aortic aneurysm,4201941,SNOMED,315295003
Condition,Chronic disease of cardiovascular system,Recurrent coronary arteriosclerosis after percutaneous transluminal coronary angioplasty,4178622,SNOMED,429245005
Condition,Chronic disease of cardiovascular system,Recurrent deep vein thrombosis,46271900,SNOMED,710167004
Condition,Chronic disease of cardiovascular system,Recurrent hematuria co-occurrent and due to diffuse endocapillary proliferative glomerulonephritis,37018345,SNOMED,714817004
Condition,Chronic disease of cardiovascular system,Recurrent idiopathic thrombophlebitis,4120115,SNOMED,234048005
Condition,Chronic disease of cardiovascular system,Recurrent pulmonary embolism,4236271,SNOMED,438773007
Condition,Chronic disease of cardiovascular system,Recurrent rheumatic heart disease,4062117,SNOMED,20005002
Condition,Chronic disease of cardiovascular system,Recurrent varicose vein of lower leg,42709778,SNOMED,449650002
Condition,Chronic disease of cardiovascular system,Recurrent varicose vein of lower limb,42709779,SNOMED,449651003
Condition,Chronic disease of cardiovascular system,Recurrent ventricular tachycardia,45771051,SNOMED,708124001
Condition,Chronic disease of cardiovascular system,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,37204863,SNOMED,783787000
Condition,Chronic disease of cardiovascular system,Severe scapuloperoneal muscular dystrophy with cardiomyopathy,4345565,SNOMED,240077004
Condition,Chronic disease of cardiovascular system,Small plaque parapsoriasis,4031011,SNOMED,23854007
Condition,Chronic disease of cardiovascular system,Stable angina,4119942,SNOMED,233819005
Condition,Chronic disease of cardiovascular system,Stable angina due to coronary arteriosclerosis,37209632,SNOMED,16754391000119100
Condition,Chronic disease of cardiovascular system,Telangiectasia macularis eruptiva perstans,4219464,SNOMED,8214000
Condition,Chronic disease of cardiovascular system,Transformed migraine,4141827,SNOMED,427419006
Condition,Chronic disease of cardiovascular system,"Urticarial vasculitis with monoclonal IgM component, Schnitzler",4297648,SNOMED,402416000
Condition,Chronic disease of respiratory system,Acute-on-chronic respiratory failure,312940,SNOMED,67905004
Condition,Chronic disease of respiratory system,Acute-on-chronic respiratory failure following trauma,765888,SNOMED,10762071000119109
Condition,Chronic disease of respiratory system,Acute exacerbation of chronic asthmatic bronchitis,40481763,SNOMED,442025000
Condition,Chronic disease of respiratory system,Acute exacerbation of chronic bronchitis,4137525,SNOMED,425748003
Condition,Chronic disease of respiratory system,Acute exacerbation of chronic obstructive airways disease,257004,SNOMED,195951007
Condition,Chronic disease of respiratory system,Acute exacerbation of chronic obstructive airways disease with asthma,43530693,SNOMED,1751000119100
Condition,Chronic disease of respiratory system,Acute exacerbation of chronic obstructive bronchitis,46270376,SNOMED,293241000119100
Condition,Chronic disease of respiratory system,Acute exacerbation of idiopathic pulmonary fibrosis,37312199,SNOMED,789574002
Condition,Chronic disease of respiratory system,Acute infective exacerbation of chronic obstructive airways disease,4115044,SNOMED,285381006
Condition,Chronic disease of respiratory system,Acute non-infective exacerbation of chronic obstructive pulmonary disease,44807895,SNOMED,847091000000104
Condition,Chronic disease of respiratory system,Acute on chronic hypercapnic respiratory failure,36716978,SNOMED,7361000175106
Condition,Chronic disease of respiratory system,Acute on chronic hypoxemic and hypercapnic respiratory failure,35615340,SNOMED,20091000175107
Condition,Chronic disease of respiratory system,Acute on chronic hypoxemic respiratory failure,37016114,SNOMED,10672271000119100
Condition,Chronic disease of respiratory system,Adult bronchiectasis,4199450,SNOMED,51068008
Condition,Chronic disease of respiratory system,Allergic rhinitis due to grass pollen,4241525,SNOMED,91926002
Condition,Chronic disease of respiratory system,Allergic rhinitis due to pollen,256439,SNOMED,21719001
Condition,Chronic disease of respiratory system,Allergic rhinitis due to tree pollen,4241526,SNOMED,91927006
Condition,Chronic disease of respiratory system,Allergic rhinitis due to weed pollen,4240899,SNOMED,91928001
Condition,Chronic disease of respiratory system,Asthma-chronic obstructive pulmonary disease overlap syndrome,46274062,SNOMED,10692761000119107
Condition,Chronic disease of respiratory system,Atrophic (senile) emphysema,4148124,SNOMED,266356006
Condition,Chronic disease of respiratory system,Atrophic pharyngitis,4273688,SNOMED,63866002
Condition,Chronic disease of respiratory system,Bronchial atresia with segmental pulmonary emphysema,4321845,SNOMED,70756004
Condition,Chronic disease of respiratory system,Bronchiectasis due to toxic aspiration,4052553,SNOMED,233632003
Condition,Chronic disease of respiratory system,Bronchiectasis due to toxic inhalation,4050877,SNOMED,233633008
Condition,Chronic disease of respiratory system,Bronchiectasis with acute exacerbation,3185549,Nebraska Lexicon,19370001000004105
Condition,Chronic disease of respiratory system,Bullous emphysema with collapse,4145496,SNOMED,266355005
Condition,Chronic disease of respiratory system,Centriacinar emphysema,4286497,SNOMED,68328006
Condition,Chronic disease of respiratory system,Childhood bronchiectasis,4049259,SNOMED,12310001
Condition,Chronic disease of respiratory system,Chronic adenoiditis,439851,SNOMED,232420002
Condition,Chronic disease of respiratory system,Chronic adenotonsillitis,24978,SNOMED,195798007
Condition,Chronic disease of respiratory system,Chronic allergic bronchitis,4230358,SNOMED,89099002
Condition,Chronic disease of respiratory system,Chronic anterior ethmoidal sinusitis,4048184,SNOMED,232393006
Condition,Chronic disease of respiratory system,Chronic aspergillosis of paranasal sinus,37116455,SNOMED,733170007
Condition,Chronic disease of respiratory system,Chronic asthmatic bronchitis,256448,SNOMED,195949008
Condition,Chronic disease of respiratory system,Chronic atelectasis,4048081,SNOMED,123713005
Condition,Chronic disease of respiratory system,Chronic atrophic rhinitis,4110489,SNOMED,195769008
Condition,Chronic disease of respiratory system,Chronic berylliosis,4111455,SNOMED,18121009
Condition,Chronic disease of respiratory system,Chronic bilateral maxillary sinusitis,761761,SNOMED,15981911000119105
Condition,Chronic disease of respiratory system,Chronic bronchiolitis,42539089,SNOMED,737180005
Condition,Chronic disease of respiratory system,Chronic bronchitis,255841,SNOMED,63480004
Condition,Chronic disease of respiratory system,Chronic bronchitis co-occurrent with wheeze,37206130,SNOMED,785736001
Condition,Chronic disease of respiratory system,Chronic bullous emphysema,4110048,SNOMED,195957006
Condition,Chronic disease of respiratory system,Chronic catarrhal laryngitis,4110498,SNOMED,195812001
Condition,Chronic disease of respiratory system,Chronic catarrhal rhinitis,4145495,SNOMED,266342009
Condition,Chronic disease of respiratory system,Chronic chemical respiratory disease,4144107,SNOMED,266404004
Condition,Chronic disease of respiratory system,Chronic coccidioidomycotic pneumonia,45757644,SNOMED,28791000119105
Condition,Chronic disease of respiratory system,Chronic disease of respiratory system,4063381,SNOMED,17097001
Condition,Chronic disease of respiratory system,Chronic disease of tonsils AND/OR adenoids,432347,SNOMED,16358007
Condition,Chronic disease of respiratory system,Chronic emphysema due to chemical fumes,4112836,SNOMED,196026004
Condition,Chronic disease of respiratory system,Chronic emphysema due to vapor,3654571,SNOMED,836477007
Condition,Chronic disease of respiratory system,Chronic epiglottitis,759819,SNOMED,103021000119104
Condition,Chronic disease of respiratory system,Chronic ethmoidal sinusitis,132932,SNOMED,73237007
Condition,Chronic disease of respiratory system,Chronic exogenous lipoid pneumonia,45768998,SNOMED,707553005
Condition,Chronic disease of respiratory system,Chronic fibrinous rhinitis,4110490,SNOMED,195773006
Condition,Chronic disease of respiratory system,Chronic fibrosis of lung,4275496,SNOMED,36599006
Condition,Chronic disease of respiratory system,Chronic follicular pharyngitis,4112500,SNOMED,195782000
Condition,Chronic disease of respiratory system,Chronic frontal sinusitis,139841,SNOMED,60130002
Condition,Chronic disease of respiratory system,Chronic frontoethmoidal sinusitis,4051488,SNOMED,232397007
Condition,Chronic disease of respiratory system,Chronic fungal laryngitis,4049243,SNOMED,232434002
Condition,Chronic disease of respiratory system,Chronic granular pharyngitis,4126438,SNOMED,2365002
Condition,Chronic disease of respiratory system,Chronic hiccup,37396824,SNOMED,716771000
Condition,Chronic disease of respiratory system,Chronic hypercapnic respiratory failure,4140438,SNOMED,426896000
Condition,Chronic disease of respiratory system,Chronic hyperplastic laryngitis,4112509,SNOMED,195813006
Condition,Chronic disease of respiratory system,Chronic hypertrophic rhinitis,4112497,SNOMED,195768000
Condition,Chronic disease of respiratory system,Chronic hypoxemic respiratory failure,4177862,SNOMED,428173007
Condition,Chronic disease of respiratory system,Chronic induration of lung,4084689,SNOMED,18354001
Condition,Chronic disease of respiratory system,Chronic infective rhinitis,4110027,SNOMED,195770009
Condition,Chronic disease of respiratory system,Chronic interstitial lung disease,762964,SNOMED,434301000124102
Condition,Chronic disease of respiratory system,Chronic interstitial pneumonia,45767051,SNOMED,704345008
Condition,Chronic disease of respiratory system,Chronic laryngitis,24970,SNOMED,29951006
Condition,Chronic disease of respiratory system,Chronic laryngitis and laryngotracheitis,4112534,SNOMED,195810009
Condition,Chronic disease of respiratory system,Chronic laryngotracheitis,26719,SNOMED,83271005
Condition,Chronic disease of respiratory system,Chronic left maxillary sinusitis,761762,SNOMED,15981991000119101
Condition,Chronic disease of respiratory system,Chronic lung disease,4186898,SNOMED,413839001
Condition,Chronic disease of respiratory system,Chronic lung disease due to surfactant disorder,45768981,SNOMED,707534000
Condition,Chronic disease of respiratory system,Chronic maxillary sinusitis,134668,SNOMED,35923002
Condition,Chronic disease of respiratory system,Chronic membranous rhinitis,4112498,SNOMED,195772001
Condition,Chronic disease of respiratory system,Chronic nasopharyngitis,441321,SNOMED,47841006
Condition,Chronic disease of respiratory system,Chronic nonspecific lung disease,4289844,SNOMED,37180002
Condition,Chronic disease of respiratory system,Chronic obliterative bronchiolitis,4166517,SNOMED,47938003
Condition,Chronic disease of respiratory system,Chronic obliterative bronchiolitis due to chemical fumes,3654836,SNOMED,840350008
Condition,Chronic disease of respiratory system,Chronic obliterative bronchiolitis due to vapor,3654837,SNOMED,840351007
Condition,Chronic disease of respiratory system,Chronic obstructive asthma co-occurrent with acute exacerbation of asthma,46269802,SNOMED,10692721000119102
Condition,Chronic disease of respiratory system,Chronic obstructive lung disease,255573,SNOMED,13645005
Condition,Chronic disease of respiratory system,Chronic obstructive lung disease co-occurrent with acute bronchitis,46269701,SNOMED,106001000119101
Condition,Chronic disease of respiratory system,Chronic obstructive pulmonary disease with acute lower respiratory infection,4110056,SNOMED,196001008
Condition,Chronic disease of respiratory system,Chronic osteomeatal disease,4048185,SNOMED,232396003
Condition,Chronic disease of respiratory system,Chronic panethmoidal sinusitis,4051487,SNOMED,232395004
Condition,Chronic disease of respiratory system,Chronic pansinusitis,4230641,SNOMED,88850006
Condition,Chronic disease of respiratory system,Chronic pharyngeal candidiasis,4048188,SNOMED,232406009
Condition,Chronic disease of respiratory system,Chronic pharyngitis,26711,SNOMED,140004
Condition,Chronic disease of respiratory system,Chronic pharyngolaryngitis,46270074,SNOMED,133171000119105
Condition,Chronic disease of respiratory system,Chronic pneumonia,46269693,SNOMED,102361000119104
Condition,Chronic disease of respiratory system,Chronic pneumothorax,4243667,SNOMED,599006
Condition,Chronic disease of respiratory system,Chronic posterior ethmoidal sinusitis,4051486,SNOMED,232394000
Condition,Chronic disease of respiratory system,Chronic progressive coccidioidal pneumonia,4221767,SNOMED,417688002
Condition,Chronic disease of respiratory system,Chronic pulmonary African histoplasmosis,4084973,SNOMED,240742009
Condition,Chronic disease of respiratory system,Chronic pulmonary aspergillosis,37118654,SNOMED,733171006
Condition,Chronic disease of respiratory system,Chronic pulmonary blastomycosis,4080753,SNOMED,240747003
Condition,Chronic disease of respiratory system,Chronic pulmonary coccidioidomycosis,260034,SNOMED,233615002
Condition,Chronic disease of respiratory system,Chronic pulmonary congestion,4274468,SNOMED,63841001
Condition,Chronic disease of respiratory system,Chronic pulmonary edema,4188331,SNOMED,46847001
Condition,Chronic disease of respiratory system,Chronic pulmonary fibrosis caused by chemical vapors,3655115,SNOMED,846637007
Condition,Chronic disease of respiratory system,Chronic pulmonary histoplasmosis,4096917,SNOMED,26427008
Condition,Chronic disease of respiratory system,Chronic pulmonary radiation disease,252348,SNOMED,196049002
Condition,Chronic disease of respiratory system,Chronic recurrent sinusitis,4179673,SNOMED,427909005
Condition,Chronic disease of respiratory system,Chronic rejection of lung transplant,4333202,SNOMED,432958009
Condition,Chronic disease of respiratory system,Chronic respiratory condition caused by chemical fumes,3655114,SNOMED,846636003
Condition,Chronic disease of respiratory system,Chronic respiratory condition caused by fumes,3655112,SNOMED,846634000
Condition,Chronic disease of respiratory system,Chronic respiratory condition caused by vapors,3655113,SNOMED,846635004
Condition,Chronic disease of respiratory system,Chronic respiratory distress with surfactant metabolism deficiency,37204512,SNOMED,783182004
Condition,Chronic disease of respiratory system,Chronic respiratory failure,314971,SNOMED,39871006
Condition,Chronic disease of respiratory system,Chronic respiratory insufficiency,4179670,SNOMED,427896006
Condition,Chronic disease of respiratory system,Chronic rhinitis,259848,SNOMED,86094006
Condition,Chronic disease of respiratory system,Chronic right maxillary sinusitis,765276,SNOMED,15981951000119106
Condition,Chronic disease of respiratory system,Chronic silicosis,4119447,SNOMED,233762004
Condition,Chronic disease of respiratory system,Chronic simple laryngitis,4112508,SNOMED,195811008
Condition,Chronic disease of respiratory system,Chronic simple rhinitis,4112367,SNOMED,195765002
Condition,Chronic disease of respiratory system,Chronic sinusitis,257012,SNOMED,40055000
Condition,Chronic disease of respiratory system,Chronic sphenoidal sinusitis,134661,SNOMED,38961000
Condition,Chronic disease of respiratory system,Chronic tonsillitis,23220,SNOMED,90979004
Condition,Chronic disease of respiratory system,Chronic tracheitis,4254103,SNOMED,7457009
Condition,Chronic disease of respiratory system,Chronic tracheobronchitis,4200851,SNOMED,52571006
Condition,Chronic disease of respiratory system,Chronic ulcerative pharyngitis,4051493,SNOMED,232405008
Condition,Chronic disease of respiratory system,Chronic ulcerative rhinitis,4112529,SNOMED,195771008
Condition,Chronic disease of respiratory system,Compensatory emphysema,261895,SNOMED,33325001
Condition,Chronic disease of respiratory system,Congenital emphysema,4166508,SNOMED,47895001
Condition,Chronic disease of respiratory system,Congenital lobar emphysema,4281815,SNOMED,66987001
Condition,Chronic disease of respiratory system,Congenital syphilitic chronic coryza,4167920,SNOMED,275376007
Condition,Chronic disease of respiratory system,Cystic-bullous disease of the lung,4104506,SNOMED,2912004
Condition,Chronic disease of respiratory system,Cystic fibrosis exacerbation,3189821,Nebraska Lexicon,18770001000004108
Condition,Chronic disease of respiratory system,Diffuse panbronchiolitis,4328679,SNOMED,430476004
Condition,Chronic disease of respiratory system,Distal hereditary motor neuropathy type 7,36674977,SNOMED,771081007
Condition,Chronic disease of respiratory system,Distal myopathy 2,45765445,SNOMED,702383005
Condition,Chronic disease of respiratory system,Emphysematous bleb of lung,259043,SNOMED,57686001
Condition,Chronic disease of respiratory system,Emphysematous bronchitis,258780,SNOMED,185086009
Condition,Chronic disease of respiratory system,End stage chronic obstructive airways disease,4046986,SNOMED,135836000
Condition,Chronic disease of respiratory system,Eosinophilic bronchitis,765431,SNOMED,451981000124108
Condition,Chronic disease of respiratory system,Eosinophilic nonallergic rhinitis,4247588,SNOMED,93447004
Condition,Chronic disease of respiratory system,Exacerbation of chronic bronchiolitis,3187037,Nebraska Lexicon,26070001000004103
Condition,Chronic disease of respiratory system,Familial idiopathic pulmonary fibrosis,4140134,SNOMED,426437004
Condition,Chronic disease of respiratory system,Fetid chronic bronchitis,4309350,SNOMED,84409004
Condition,Chronic disease of respiratory system,Gangosa of yaws,443775,SNOMED,24078009
Condition,Chronic disease of respiratory system,Giant bullous emphysema,4050961,SNOMED,16003001
Condition,Chronic disease of respiratory system,Hay fever with asthma,4123253,SNOMED,233683003
Condition,Chronic disease of respiratory system,Hemolytic anemia with emphysema AND cutis laxa,4246105,SNOMED,60805002
Condition,Chronic disease of respiratory system,"Hereditary fibrosing poikiloderma, tendon contractures, myopathy, pulmonary fibrosis syndrome",36675042,SNOMED,771306007
Condition,Chronic disease of respiratory system,Idiopathic chronic eosinophilic pneumonia,37110292,SNOMED,724500003
Condition,Chronic disease of respiratory system,Idiopathic pulmonary fibrosis,45763750,SNOMED,700250006
Condition,Chronic disease of respiratory system,Interstitial emphysema of lung,440748,SNOMED,77690003
Condition,Chronic disease of respiratory system,Intractable diarrhea with choanal atresia and eye anomaly syndrome,36714681,SNOMED,720009004
Condition,Chronic disease of respiratory system,Kartagener syndrome,4173466,SNOMED,42402006
Condition,Chronic disease of respiratory system,Laryngeal pachydermia,4112518,SNOMED,195866009
Condition,Chronic disease of respiratory system,Laryngeal papillomatosis,4048501,SNOMED,232457008
Condition,Chronic disease of respiratory system,Laryngitis sicca,4241326,SNOMED,59454008
Condition,Chronic disease of respiratory system,Laryngotracheal papillomatosis,4112737,SNOMED,254621001
Condition,Chronic disease of respiratory system,Local recurrence of malignant tumor of lung,4198434,SNOMED,314954002
Condition,Chronic disease of respiratory system,Mild chronic obstructive pulmonary disease,4196712,SNOMED,313296004
Condition,Chronic disease of respiratory system,Mixed simple and mucopurulent chronic bronchitis,4112826,SNOMED,195953005
Condition,Chronic disease of respiratory system,Moderate chronic obstructive pulmonary disease,4193588,SNOMED,313297008
Condition,Chronic disease of respiratory system,Mucopurulent chronic bronchitis,257905,SNOMED,74417001
Condition,Chronic disease of respiratory system,O/E - granular pharyngitis,4040469,SNOMED,164260005
Condition,Chronic disease of respiratory system,Obstructive bronchiectasis,4050876,SNOMED,233630006
Condition,Chronic disease of respiratory system,Obstructive emphysema,4056405,SNOMED,16846004
Condition,Chronic disease of respiratory system,Occupational bronchitis,4172303,SNOMED,49691004
Condition,Chronic disease of respiratory system,Oculopharyngeal muscular dystrophy,4297463,SNOMED,77097004
Condition,Chronic disease of respiratory system,Oculopharyngodistal myopathy,35622370,SNOMED,763829004
Condition,Chronic disease of respiratory system,Ozena,4288156,SNOMED,69646003
Condition,Chronic disease of respiratory system,Ozena laryngis,4181738,SNOMED,54287007
Condition,Chronic disease of respiratory system,Panacinar emphysema,4177944,SNOMED,4981000
Condition,Chronic disease of respiratory system,Paraseptal emphysema,4136683,SNOMED,31898008
Condition,Chronic disease of respiratory system,Persistent pulmonary hypertension,3174548,Nebraska Lexicon,10090001000004100
Condition,Chronic disease of respiratory system,PF-ILD-progressive fibrosing interstitial lung disease,37208102,SNOMED,460561000124109
Condition,Chronic disease of respiratory system,PFAPA syndrome,37397178,SNOMED,717231003
Condition,Chronic disease of respiratory system,Pharyngitis keratosa,4112530,SNOMED,195779005
Condition,Chronic disease of respiratory system,Pharyngitis sicca,4112499,SNOMED,195780008
Condition,Chronic disease of respiratory system,Protracted bronchitis caused by bacterium,42536541,SNOMED,735465007
Condition,Chronic disease of respiratory system,Pulmonary emphysema,261325,SNOMED,87433001
Condition,Chronic disease of respiratory system,Pulmonary emphysema co-occurrent with fibrosis of lung,45769389,SNOMED,708030004
Condition,Chronic disease of respiratory system,Pulmonary emphysema in alpha-1 PI deficiency,4050732,SNOMED,233674008
Condition,Chronic disease of respiratory system,Pulmonary exacerbation cystic fibrosis,3183290,Nebraska Lexicon,13840001000004105
Condition,Chronic disease of respiratory system,Recurrent acute sinusitis,4048489,SNOMED,232391008
Condition,Chronic disease of respiratory system,Recurrent acute streptococcal tonsillitis,42534820,SNOMED,10629231000119109
Condition,Chronic disease of respiratory system,Recurrent acute tonsillitis,4110362,SNOMED,195677001
Condition,Chronic disease of respiratory system,Recurrent allergic croup,4049242,SNOMED,232430006
Condition,Chronic disease of respiratory system,Recurrent aspiration pneumonia,4334649,SNOMED,430969000
Condition,Chronic disease of respiratory system,Recurrent bacterial pneumonia,37017277,SNOMED,713525001
Condition,Chronic disease of respiratory system,Recurrent bacterial pneumonia co-occurrent with human immunodeficiency virus infection,37017278,SNOMED,713526000
Condition,Chronic disease of respiratory system,Recurrent bronchiectasis,4110637,SNOMED,195984007
Condition,Chronic disease of respiratory system,Recurrent croup,46270340,SNOMED,22951000119104
Condition,Chronic disease of respiratory system,Recurrent glottic respiratory papillomatosis,3188190,Nebraska Lexicon,32110001000004103
Condition,Chronic disease of respiratory system,Recurrent lower respiratory tract infection,40491473,SNOMED,448739000
Condition,Chronic disease of respiratory system,Recurrent pneumonia,44782989,SNOMED,699014000
Condition,Chronic disease of respiratory system,Recurrent respiratory papillomatosis,43021940,SNOMED,472827002
Condition,Chronic disease of respiratory system,Recurrent right pleural effusion,3184237,Nebraska Lexicon,12240001000004108
Condition,Chronic disease of respiratory system,Recurrent sinusitis,4110492,SNOMED,195788001
Condition,Chronic disease of respiratory system,Recurrent upper respiratory tract infection,4110479,SNOMED,195708003
Condition,Chronic disease of respiratory system,Relapsing polychondritis of larynx,4049245,SNOMED,232439007
Condition,Chronic disease of respiratory system,Rhinitis caseosa,4051475,SNOMED,232344001
Condition,Chronic disease of respiratory system,Rhinitis medicamentosa,4316066,SNOMED,95239003
Condition,Chronic disease of respiratory system,Rhinitis sicca,4316067,SNOMED,95240001
Condition,Chronic disease of respiratory system,Ruptured emphysematous bleb of lung,4315386,SNOMED,86680006
Condition,Chronic disease of respiratory system,Scar emphysema,4050734,SNOMED,233677001
Condition,Chronic disease of respiratory system,Seasonal allergic rhinitis,4280726,SNOMED,367498001
