Concept ID,Concept Code,Concept Name,Domain,Vocabulary,Standard Concept
26711,140004,Chronic pharyngitis,Condition,SNOMED,S
40316071,155523000,Chronic pharyngitis,Condition,SNOMED,N
44820880,472,Chronic pharyngitis and nasopharyngitis,Condition,ICD9CM,N
3124853,195763009,Chronic pharyngitis and nasopharyngitis,Condition,Nebraska Lexicon,N
40395020,195763009,Chronic pharyngitis and nasopharyngitis,Condition,SNOMED,N
3124862,195784004,Chronic pharyngitis and nasopharyngitis NOS,Condition,Nebraska Lexicon,N
4110029,195784004,Chronic pharyngitis and nasopharyngitis NOS,Condition,SNOMED,N
3124861,195783005,Chronic pharyngitis NOS,Condition,Nebraska Lexicon,N
4112501,195783005,Chronic pharyngitis NOS,Condition,SNOMED,N
3274129,1.33171E+14,Chronic pharyngolaryngitis,Condition,Nebraska Lexicon,N
46270074,1.33171E+14,Chronic pharyngolaryngitis,Condition,SNOMED,S
3377766,1.02361E+14,Chronic pneumonia,Condition,Nebraska Lexicon,N
46269693,1.02361E+14,Chronic pneumonia,Condition,SNOMED,S
45601136,J93.81,Chronic pneumothorax,Condition,ICD10CM,N
44820896,512.83,Chronic pneumothorax,Condition,ICD9CM,N
4243667,599006,Chronic pneumothorax,Condition,SNOMED,S
3388249,232394000,Chronic posterior ethmoidal sinusitis,Condition,Nebraska Lexicon,N
4051486,232394000,Chronic posterior ethmoidal sinusitis,Condition,SNOMED,S
3172731,8.13E+15,Chronic posterior tibial vein thrombosis,Condition,Nebraska Lexicon,S
3309729,417688002,Chronic progressive coccidioidal pneumonia,Condition,Nebraska Lexicon,N
4221767,417688002,Chronic progressive coccidioidal pneumonia,Condition,SNOMED,S
3334746,240742009,Chronic pulmonary African histoplasmosis,Condition,Nebraska Lexicon,N
4084973,240742009,Chronic pulmonary African histoplasmosis,Condition,SNOMED,S
3381439,733171006,Chronic pulmonary aspergillosis,Condition,Nebraska Lexicon,N
37118654,733171006,Chronic pulmonary aspergillosis,Condition,SNOMED,S
35205843,B40.1,Chronic pulmonary blastomycosis,Condition,ICD10CM,N
3120159,187070001,Chronic pulmonary blastomycosis,Condition,Nebraska Lexicon,N
3298664,240747003,Chronic pulmonary blastomycosis,Condition,Nebraska Lexicon,N
4080753,240747003,Chronic pulmonary blastomycosis,Condition,SNOMED,S
40378185,187070001,Chronic pulmonary blastomycosis,Condition,SNOMED,N
3345049,26427008,Chronic pulmonary classical histoplasmosis,Condition,Nebraska Lexicon,N
35205829,B38.1,Chronic pulmonary coccidioidomycosis,Condition,ICD10CM,N
44827525,114.4,Chronic pulmonary coccidioidomycosis,Condition,ICD9CM,N
3120134,187028006,Chronic pulmonary coccidioidomycosis,Condition,Nebraska Lexicon,N
3246136,233615002,Chronic pulmonary coccidioidomycosis,Condition,Nebraska Lexicon,N
260034,233615002,Chronic pulmonary coccidioidomycosis,Condition,SNOMED,S
40378139,187028006,Chronic pulmonary coccidioidomycosis,Condition,SNOMED,N
3242611,63841001,Chronic pulmonary congestion,Condition,Nebraska Lexicon,N
4274468,63841001,Chronic pulmonary congestion,Condition,SNOMED,S
45576957,J81.1,Chronic pulmonary edema,Condition,ICD10CM,N
4188331,46847001,Chronic pulmonary edema,Condition,SNOMED,S
45533441,I27.82,Chronic pulmonary embolism,Condition,ICD10CM,N
44819707,416.2,Chronic pulmonary embolism,Condition,ICD9CM,N
3186306,1.33971E+14,Chronic pulmonary embolism,Condition,Nebraska Lexicon,N
44782732,1.33971E+14,Chronic pulmonary embolism,Condition,SNOMED,S
3655115,846637007,Chronic pulmonary fibrosis caused by chemical vapors,Condition,SNOMED,S
4238226,57488007,Chronic pulmonary fibrosis due to inhalation of chemical fumes AND/OR vapors,Condition,SNOMED,N
44824239,416,Chronic pulmonary heart disease,Condition,ICD9CM,N
3105676,155327003,Chronic pulmonary heart disease,Condition,Nebraska Lexicon,N
3124376,194885004,Chronic pulmonary heart disease,Condition,Nebraska Lexicon,N
315831,87837008,Chronic pulmonary heart disease,Condition,SNOMED,S
40323888,155327003,Chronic pulmonary heart disease,Condition,SNOMED,N
40398917,194885004,Chronic pulmonary heart disease,Condition,SNOMED,N
3141536,266233000,Chronic pulmonary heart disease NOS,Condition,Nebraska Lexicon,N
3540801,6.84231E+14,Chronic pulmonary heart disease NOS,Condition,SNOMED,N
4148114,266233000,Chronic pulmonary heart disease NOS,Condition,SNOMED,N
44828976,416.9,"Chronic pulmonary heart disease, unspecified",Condition,ICD9CM,N
4096917,26427008,Chronic pulmonary histoplasmosis,Condition,SNOMED,S
35205836,B39.1,Chronic pulmonary histoplasmosis capsulati,Condition,ICD10CM,N
3120146,187044002,Chronic pulmonary histoplasmosis capsulati,Condition,Nebraska Lexicon,N
40378157,187044002,Chronic pulmonary histoplasmosis capsulati,Condition,SNOMED,N
3394474,46847001,Chronic pulmonary oedema,Condition,Nebraska Lexicon,N
3261390,196049002,Chronic pulmonary radiation disease,Condition,Nebraska Lexicon,N
252348,196049002,Chronic pulmonary radiation disease,Condition,SNOMED,S
3125040,196050002,Chronic pulmonary radiation disease NOS,Condition,Nebraska Lexicon,N
4112812,196050002,Chronic pulmonary radiation disease NOS,Condition,SNOMED,N
3338323,707412000,Chronic pulmonary thromboembolism,Condition,Nebraska Lexicon,N
45768887,707412000,Chronic pulmonary thromboembolism,Condition,SNOMED,S
3423747,707413005,Chronic pulmonary thromboembolism without pulmonary hypertension,Condition,Nebraska Lexicon,N
45771016,707413005,Chronic pulmonary thromboembolism without pulmonary hypertension,Condition,SNOMED,S
3329182,427909005,Chronic recurrent sinusitis,Condition,Nebraska Lexicon,N
4179673,427909005,Chronic recurrent sinusitis,Condition,SNOMED,S
3405027,431896008,Chronic rejection of cardiac transplant,Condition,Nebraska Lexicon,N
4332085,431896008,Chronic rejection of cardiac transplant,Condition,SNOMED,S
3278672,432958009,Chronic rejection of lung transplant,Condition,Nebraska Lexicon,N
4333202,432958009,Chronic rejection of lung transplant,Condition,SNOMED,S
3655114,846636003,Chronic respiratory condition caused by chemical fumes,Condition,SNOMED,S
3655112,846634000,Chronic respiratory condition caused by fumes,Condition,SNOMED,S
3655113,846635004,Chronic respiratory condition caused by vapors,Condition,SNOMED,S
316452,69454006,Chronic respiratory condition due to fumes AND/OR vapors,Condition,SNOMED,N
3536822,6.26111E+14,Chronic respiratory conditions due to chemical fumes NOS,Condition,SNOMED,N
4112682,196029006,Chronic respiratory conditions due to chemical fumes NOS,Condition,SNOMED,N
35208056,J68.4,"Chronic respiratory conditions due to chemicals, gases, fumes and vapors",Condition,ICD10CM,N
44826681,506.4,Chronic respiratory conditions due to fumes and vapors,Condition,ICD9CM,N
37204512,783182004,Chronic respiratory distress with surfactant metabolism deficiency,Condition,SNOMED,S
35208100,J96.1,Chronic respiratory failure,Condition,ICD10CM,N
44829021,518.83,Chronic respiratory failure,Condition,ICD9CM,N
3322514,39871006,Chronic respiratory failure,Condition,Nebraska Lexicon,N
314971,39871006,Chronic respiratory failure,Condition,SNOMED,S
45572177,J96.12,Chronic respiratory failure with hypercapnia,Condition,ICD10CM,N
45538489,J96.11,Chronic respiratory failure with hypoxia,Condition,ICD10CM,N
3423153,427896006,Chronic respiratory insufficiency,Condition,Nebraska Lexicon,N
4179670,427896006,Chronic respiratory insufficiency,Condition,SNOMED,S
3141566,266280008,Chronic rheumatic aortic valve,Condition,Nebraska Lexicon,N
3399786,286950001,Chronic rheumatic aortic valve disease,Condition,Nebraska Lexicon,N
4122085,286950001,Chronic rheumatic aortic valve disease,Condition,SNOMED,S
4263730,46165000,Chronic rheumatic endocarditis,Condition,SNOMED,S
3124783,195530004,Chronic rheumatic heart disease,Condition,Nebraska Lexicon,N
3251460,87648004,Chronic rheumatic heart disease,Condition,Nebraska Lexicon,N
4227150,87648004,Chronic rheumatic heart disease,Condition,SNOMED,S
40394100,195530004,Chronic rheumatic heart disease,Condition,SNOMED,N
3105644,155294000,Chronic rheumatic heart disease NOS,Condition,Nebraska Lexicon,N
3124277,194755003,Chronic rheumatic heart disease NOS,Condition,Nebraska Lexicon,N
3537082,6.30511E+14,Chronic rheumatic heart disease NOS,Condition,SNOMED,N
4110944,194755003,Chronic rheumatic heart disease NOS,Condition,SNOMED,N
40323435,155294000,Chronic rheumatic heart disease NOS,Condition,SNOMED,N
3324592,46165000,Chronic rheumatic heart disease with endocarditis,Condition,Nebraska Lexicon,N
3410228,61012002,Chronic rheumatic heart disease with myocarditis,Condition,Nebraska Lexicon,N
4264740,61012002,Chronic rheumatic heart disease with myocarditis,Condition,SNOMED,S
3253806,89456004,Chronic rheumatic heart disease with valvulitis,Condition,Nebraska Lexicon,N
3124253,194721001,Chronic rheumatic mediastinopericarditis,Condition,Nebraska Lexicon,N
3420733,90453003,Chronic rheumatic mediastinopericarditis,Condition,Nebraska Lexicon,N
4235735,90453003,Chronic rheumatic mediastinopericarditis,Condition,SNOMED,S
40398353,194721001,Chronic rheumatic mediastinopericarditis,Condition,SNOMED,N
3105626,155276006,Chronic rheumatic mitral valve,Condition,Nebraska Lexicon,N
3141564,266278002,Chronic rheumatic mitral valve,Condition,Nebraska Lexicon,N
3176230,286947004,Chronic rheumatic mitral valve,Condition,Nebraska Lexicon,N
4117862,286947004,Chronic rheumatic mitral valve,Condition,SNOMED,S
3124254,194722008,Chronic rheumatic myopericarditis,Condition,Nebraska Lexicon,N
3172259,756003,Chronic rheumatic myopericarditis,Condition,Nebraska Lexicon,N
4192358,756003,Chronic rheumatic myopericarditis,Condition,SNOMED,S
40398354,194722008,Chronic rheumatic myopericarditis,Condition,SNOMED,N
35207666,I09.2,Chronic rheumatic pericarditis,Condition,ICD10CM,N
44820850,393,Chronic rheumatic pericarditis,Condition,ICD9CM,N
3105637,155287003,Chronic rheumatic pericarditis,Condition,Nebraska Lexicon,N
3124251,194719006,Chronic rheumatic pericarditis,Condition,Nebraska Lexicon,N
3309907,78069008,Chronic rheumatic pericarditis,Condition,Nebraska Lexicon,N
321307,78069008,Chronic rheumatic pericarditis,Condition,SNOMED,S
40323427,155287003,Chronic rheumatic pericarditis,Condition,SNOMED,N
40398350,194719006,Chronic rheumatic pericarditis,Condition,SNOMED,N
3124255,194723003,Chronic rheumatic pericarditis NOS,Condition,Nebraska Lexicon,N
3568960,6.32061E+14,Chronic rheumatic pericarditis NOS,Condition,SNOMED,N
4108657,194723003,Chronic rheumatic pericarditis NOS,Condition,SNOMED,N
4231452,89456004,Chronic rheumatic valvulitis,Condition,SNOMED,S
35207974,J31.0,Chronic rhinitis,Condition,ICD10CM,N
44837128,472,Chronic rhinitis,Condition,ICD9CM,N
3297941,86094006,Chronic rhinitis,Condition,Nebraska Lexicon,N
259848,86094006,Chronic rhinitis,Condition,SNOMED,S
40316070,155522005,Chronic rhinitis (& ozaena),Condition,SNOMED,N
3124856,195774000,Chronic rhinitis NOS,Condition,Nebraska Lexicon,N
4110028,195774000,Chronic rhinitis NOS,Condition,SNOMED,N
1569474,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",Condition,ICD10CM,N
1326603,I50.812,Chronic right heart failure,Condition,ICD10CM,N
3272031,1.5982E+16,Chronic right maxillary sinusitis,Condition,Nebraska Lexicon,N
765276,1.5982E+16,Chronic right maxillary sinusitis,Condition,SNOMED,S
3239214,66989003,Chronic right-sided congestive heart failure,Condition,Nebraska Lexicon,N
4284562,66989003,Chronic right-sided congestive heart failure,Condition,SNOMED,S
3324750,10335000,Chronic right-sided heart failure,Condition,Nebraska Lexicon,N
4014159,10335000,Chronic right-sided heart failure,Condition,SNOMED,S
3265638,233762004,Chronic silicosis,Condition,Nebraska Lexicon,N
4119447,233762004,Chronic silicosis,Condition,SNOMED,S
3402992,195811008,Chronic simple laryngitis,Condition,Nebraska Lexicon,N
4112508,195811008,Chronic simple laryngitis,Condition,SNOMED,S
3326723,195765002,Chronic simple rhinitis,Condition,Nebraska Lexicon,N
4112367,195765002,Chronic simple rhinitis,Condition,SNOMED,S
1569475,J32,Chronic sinusitis,Condition,ICD10CM,N
44826664,473,Chronic sinusitis,Condition,ICD9CM,N
3105863,155525007,Chronic sinusitis,Condition,Nebraska Lexicon,N
257012,40055000,Chronic sinusitis,Condition,SNOMED,S
40316073,155525007,Chronic sinusitis,Condition,SNOMED,N
3124867,195792008,Chronic sinusitis NOS,Condition,Nebraska Lexicon,N
4112502,195792008,Chronic sinusitis NOS,Condition,SNOMED,N
35207983,J32.9,"Chronic sinusitis, unspecified",Condition,ICD10CM,N
40316076,155528009,Chronic sinusitis: [NOS] or [ethmoidal] or [chronic pansinusitis] or [sphenoidal],Condition,SNOMED,N
40345745,266384001,Chronic sinusitis: [NOS] or [ethmoidal] or [chronic pansinusitis] or [sphenoidal],Condition,SNOMED,N
3421601,140004,Chronic sore throat,Condition,Nebraska Lexicon,N
35207980,J32.3,Chronic sphenoidal sinusitis,Condition,ICD10CM,N
44825461,473.3,Chronic sphenoidal sinusitis,Condition,ICD9CM,N
3420399,38961000,Chronic sphenoidal sinusitis,Condition,Nebraska Lexicon,N
134661,38961000,Chronic sphenoidal sinusitis,Condition,SNOMED,S
45576878,I50.22,Chronic systolic (congestive) heart failure,Condition,ICD10CM,N
3374580,430396006,Chronic systolic dysfunction of left ventricle,Condition,Nebraska Lexicon,N
4325525,430396006,Chronic systolic dysfunction of left ventricle,Condition,SNOMED,S
44831248,428.22,Chronic systolic heart failure,Condition,ICD9CM,N
3183329,441481004,Chronic systolic heart failure,Condition,Nebraska Lexicon,N
40479192,441481004,Chronic systolic heart failure,Condition,SNOMED,S
3221136,2.86441E+14,Chronic thrombosis of bilateral subclavian veins,Condition,Nebraska Lexicon,N
762050,2.86441E+14,Chronic thrombosis of bilateral subclavian veins,Condition,SNOMED,S
3311795,1.57124E+16,Chronic thrombosis of inferior vena cava,Condition,Nebraska Lexicon,N
46270157,1.57124E+16,Chronic thrombosis of inferior vena cava,Condition,SNOMED,S
3234638,2.86451E+14,Chronic thrombosis of left subclavian vein,Condition,Nebraska Lexicon,N
762051,2.86451E+14,Chronic thrombosis of left subclavian vein,Condition,SNOMED,S
3344902,1.33411E+14,Chronic thrombosis of mesenteric vein,Condition,Nebraska Lexicon,N
45757409,1.33411E+14,Chronic thrombosis of mesenteric vein,Condition,SNOMED,S
3347873,2.86381E+14,Chronic thrombosis of right subclavian vein,Condition,Nebraska Lexicon,N
762046,2.86381E+14,Chronic thrombosis of right subclavian vein,Condition,SNOMED,S
3270559,1.43551E+14,Chronic thrombosis of splenic vein,Condition,Nebraska Lexicon,N
36712891,1.43551E+14,Chronic thrombosis of splenic vein,Condition,SNOMED,S
3418046,1.32551E+14,Chronic thrombosis of subclavian vein,Condition,Nebraska Lexicon,N
44782759,1.32551E+14,Chronic thrombosis of subclavian vein,Condition,SNOMED,S
3217535,1.57121E+16,Chronic thrombosis of superficial vein of bilateral upper limbs,Condition,Nebraska Lexicon,N
761460,1.57121E+16,Chronic thrombosis of superficial vein of bilateral upper limbs,Condition,SNOMED,S
763926,4.48661E+14,Chronic thrombosis of superficial vein of left leg,Condition,SNOMED,S
3348299,4.48661E+14,Chronic thrombosis of superficial vein of left lower extremtiy,Condition,Nebraska Lexicon,N
3320979,1.57121E+16,Chronic thrombosis of superficial vein of left upper extremity,Condition,Nebraska Lexicon,N
761459,1.57121E+16,Chronic thrombosis of superficial vein of left upper extremity,Condition,SNOMED,S
3217123,709602009,Chronic thrombosis of superficial vein of lower limb,Condition,Nebraska Lexicon,N
46271475,709602009,Chronic thrombosis of superficial vein of lower limb,Condition,SNOMED,S
761451,1.57117E+16,Chronic thrombosis of superficial vein of right leg,Condition,SNOMED,S
3332900,1.57117E+16,Chronic thrombosis of superficial vein of right lower extremity,Condition,Nebraska Lexicon,N
3234302,1.5712E+16,Chronic thrombosis of superficial vein of right upper extremity,Condition,Nebraska Lexicon,N
761458,1.5712E+16,Chronic thrombosis of superficial vein of right upper extremity,Condition,SNOMED,S
3332551,1.32531E+14,Chronic thrombosis of superficial vein of upper extremity,Condition,Nebraska Lexicon,N
44782754,1.32531E+14,Chronic thrombosis of superficial vein of upper extremity,Condition,SNOMED,S
3405921,1.57117E+16,Chronic thrombosis of superficial veins of both lower extremities,Condition,Nebraska Lexicon,N
765228,1.57117E+16,Chronic thrombosis of superficial veins of both lower extremities,Condition,SNOMED,S
3266858,1.35061E+14,Chronic thrombosis of superior vena cava,Condition,Nebraska Lexicon,N
44782756,1.35061E+14,Chronic thrombosis of superior vena cava,Condition,SNOMED,S
3105867,155529001,Chronic tonsil and adenoid disease,Condition,Nebraska Lexicon,N
40316077,155529001,Chronic tonsil and adenoid disease,Condition,SNOMED,N
3124877,195807002,Chronic tonsil and adenoid disease NOS,Condition,Nebraska Lexicon,N
4110497,195807002,Chronic tonsil and adenoid disease NOS,Condition,SNOMED,N
45533547,J35.01,Chronic tonsillitis,Condition,ICD10CM,N
44820882,474,Chronic tonsillitis,Condition,ICD9CM,N
3105868,155530006,Chronic tonsillitis,Condition,Nebraska Lexicon,N
3124869,195794009,Chronic tonsillitis,Condition,Nebraska Lexicon,N
3244834,90979004,Chronic tonsillitis,Condition,Nebraska Lexicon,N
23220,90979004,Chronic tonsillitis,Condition,SNOMED,S
40316078,155530006,Chronic tonsillitis,Condition,SNOMED,N
1569480,J35.0,Chronic tonsillitis and adenoiditis,Condition,ICD10CM,N
45576948,J35.03,Chronic tonsillitis and adenoiditis,Condition,ICD10CM,N
44826665,474.02,Chronic tonsillitis and adenoiditis,Condition,ICD9CM,N
44830108,474,Chronic tonsillitis and adenoiditis,Condition,ICD9CM,N
45596247,I70.92,Chronic total occlusion of artery of the extremities,Condition,ICD10CM,N
44825448,440.4,Chronic total occlusion of artery of the extremities,Condition,ICD9CM,N
45596199,I25.82,Chronic total occlusion of coronary artery,Condition,ICD10CM,N
44834727,414.2,Chronic total occlusion of coronary artery,Condition,ICD9CM,N
3301159,1.17051E+14,Chronic total occlusion of coronary artery,Condition,Nebraska Lexicon,N
36712779,1.17051E+14,Chronic total occlusion of coronary artery,Condition,SNOMED,S
3189837,7457009,Chronic tracheitis,Condition,Nebraska Lexicon,N
4254103,7457009,Chronic tracheitis,Condition,SNOMED,S
3328597,52571006,Chronic tracheobronchitis,Condition,Nebraska Lexicon,N
4200851,52571006,Chronic tracheobronchitis,Condition,SNOMED,S
3527334,3.25371E+14,Chronic type 1 respiratory failure,Condition,SNOMED,N
3527729,3.38121E+14,Chronic type 1 respiratory failure,Condition,SNOMED,N
3527335,3.25401E+14,Chronic type 2 respiratory failure,Condition,SNOMED,N
3527730,3.38131E+14,Chronic type 2 respiratory failure,Condition,SNOMED,N
3411012,232405008,Chronic ulcerative pharyngitis,Condition,Nebraska Lexicon,N
4051493,232405008,Chronic ulcerative pharyngitis,Condition,SNOMED,S
3404620,195771008,Chronic ulcerative rhinitis,Condition,Nebraska Lexicon,N
4112529,195771008,Chronic ulcerative rhinitis,Condition,SNOMED,S
4164798,40964007,Chronic valvulitis,Condition,SNOMED,S
35208276,K55.1,Chronic vascular disorders of intestine,Condition,ICD10CM,N
3343888,51147005,Chronic vascular insufficiency,Condition,Nebraska Lexicon,N
4196809,51147005,Chronic vascular insufficiency,Condition,SNOMED,S
44830159,557.1,Chronic vascular insufficiency of intestine,Condition,ICD9CM,N
3340044,111354009,Chronic vascular insufficiency of intestine,Condition,Nebraska Lexicon,N
199064,111354009,Chronic vascular insufficiency of intestine,Condition,SNOMED,S
44833589,453.72,Chronic venous embolism and thrombosis of deep veins of upper extremity,Condition,ICD9CM,N
44834755,453.52,Chronic venous embolism and thrombosis of deep vessels of distal lower extremity,Condition,ICD9CM,N
45890975,453.5,Chronic venous embolism and thrombosis of deep vessels of lower extremity,Condition,ICD9CM,N
44835962,453.51,Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity,Condition,ICD9CM,N
44821966,453.76,Chronic venous embolism and thrombosis of internal jugular veins,Condition,ICD9CM,N
44835963,453.79,Chronic venous embolism and thrombosis of other specified veins,Condition,ICD9CM,N
45890928,453.7,Chronic venous embolism and thrombosis of other specified vessels,Condition,ICD9CM,N
44819733,453.75,Chronic venous embolism and thrombosis of subclavian veins,Condition,ICD9CM,N
44827809,453.71,Chronic venous embolism and thrombosis of superficial veins of upper extremity,Condition,ICD9CM,N
44819731,453.5,Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity,Condition,ICD9CM,N
44825454,453.73,"Chronic venous embolism and thrombosis of upper extremity, unspecified",Condition,ICD9CM,N
1569411,I87.3,Chronic venous hypertension (idiopathic),Condition,ICD10CM,N
44827815,459.3,Chronic venous hypertension (idiopathic),Condition,ICD9CM,N
1569414,I87.32,Chronic venous hypertension (idiopathic) with inflammation,Condition,ICD10CM,N
45601107,I87.323,Chronic venous hypertension (idiopathic) with inflammation of bilateral lower extremity,Condition,ICD10CM,N
45533529,I87.322,Chronic venous hypertension (idiopathic) with inflammation of left lower extremity,Condition,ICD10CM,N
45596270,I87.321,Chronic venous hypertension (idiopathic) with inflammation of right lower extremity,Condition,ICD10CM,N
45543245,I87.329,Chronic venous hypertension (idiopathic) with inflammation of unspecified lower extremity,Condition,ICD10CM,N
1569416,I87.39,Chronic venous hypertension (idiopathic) with other complications,Condition,ICD10CM,N
45596271,I87.393,Chronic venous hypertension (idiopathic) with other complications of bilateral lower extremity,Condition,ICD10CM,N
45548095,I87.392,Chronic venous hypertension (idiopathic) with other complications of left lower extremity,Condition,ICD10CM,N
45601108,I87.391,Chronic venous hypertension (idiopathic) with other complications of right lower extremity,Condition,ICD10CM,N
45548096,I87.399,Chronic venous hypertension (idiopathic) with other complications of unspecified lower extremity,Condition,ICD10CM,N
1569413,I87.31,Chronic venous hypertension (idiopathic) with ulcer,Condition,ICD10CM,N
1569415,I87.33,Chronic venous hypertension (idiopathic) with ulcer and inflammation,Condition,ICD10CM,N
45576936,I87.333,Chronic venous hypertension (idiopathic) with ulcer and inflammation of bilateral lower extremity,Condition,ICD10CM,N
45567254,I87.332,Chronic venous hypertension (idiopathic) with ulcer and inflammation of left lower extremity,Condition,ICD10CM,N
45543246,I87.331,Chronic venous hypertension (idiopathic) with ulcer and inflammation of right lower extremity,Condition,ICD10CM,N
45533530,I87.339,Chronic venous hypertension (idiopathic) with ulcer and inflammation of unspecified lower extremity,Condition,ICD10CM,N
45567253,I87.313,Chronic venous hypertension (idiopathic) with ulcer of bilateral lower extremity,Condition,ICD10CM,N
45581837,I87.312,Chronic venous hypertension (idiopathic) with ulcer of left lower extremity,Condition,ICD10CM,N
45576935,I87.311,Chronic venous hypertension (idiopathic) with ulcer of right lower extremity,Condition,ICD10CM,N
45552869,I87.319,Chronic venous hypertension (idiopathic) with ulcer of unspecified lower extremity,Condition,ICD10CM,N
1569412,I87.30,Chronic venous hypertension (idiopathic) without complications,Condition,ICD10CM,N
45552868,I87.303,Chronic venous hypertension (idiopathic) without complications of bilateral lower extremity,Condition,ICD10CM,N
45562423,I87.302,Chronic venous hypertension (idiopathic) without complications of left lower extremity,Condition,ICD10CM,N
45567252,I87.301,Chronic venous hypertension (idiopathic) without complications of right lower extremity,Condition,ICD10CM,N
45605870,I87.309,Chronic venous hypertension (idiopathic) without complications of unspecified lower extremity,Condition,ICD10CM,N
44833595,459.32,Chronic venous hypertension with inflammation,Condition,ICD9CM,N
44825456,459.39,Chronic venous hypertension with other complication,Condition,ICD9CM,N
44834763,459.31,Chronic venous hypertension with ulcer,Condition,ICD9CM,N
44837126,459.33,Chronic venous hypertension with ulcer and inflammation,Condition,ICD9CM,N
44820879,459.3,Chronic venous hypertension without complications,Condition,ICD9CM,N
3317095,722986000,Chronic venous infarction of spinal cord,Condition,Nebraska Lexicon,N
36717599,722986000,Chronic venous infarction of spinal cord,Condition,SNOMED,S
3178269,1.60264E+16,Chronic venous thrombosis,Condition,Nebraska Lexicon,N
35615125,1.60264E+16,Chronic venous thrombosis,Condition,SNOMED,S
37312010,788887009,Chronic viral carditis,Condition,SNOMED,S
40316541,155572007,Chronic: [bronchitis NOS] or [tracheobronchitis],Condition,SNOMED,N
40345757,266395007,Chronic: [bronchitis NOS] or [tracheobronchitis],Condition,SNOMED,N
3124857,195775004,Chronic: [pharyngitis] or [sore throat],Condition,Nebraska Lexicon,N
40395033,195775004,Chronic: [pharyngitis] or [sore throat],Condition,SNOMED,N
3090237,138000003,Cigar smoker,Condition,Nebraska Lexicon,N
3090243,138006009,Cigarette smoker,Condition,Nebraska Lexicon,N
3109033,160622001,Cigarette smoker,Condition,Nebraska Lexicon,N
37110890,725416005,Cirrhotic cardiomyopathy,Condition,SNOMED,S
3308437,47895001,CLE - Congenital lobar emphysema,Condition,Nebraska Lexicon,N
3420931,66987001,CLE - Congenital lobar emphysema,Condition,Nebraska Lexicon,N
3380555,422074008,Coccidiosis associated with acquired immunodeficiency syndrome,Condition,Nebraska Lexicon,N
3380555,422074008,Coccidiosis associated with acquired immunodeficiency syndrome,Condition,Nebraska Lexicon,N
4227531,422074008,Coccidiosis associated with AIDS,Condition,SNOMED,N
4227531,422074008,Coccidiosis associated with AIDS,Condition,SNOMED,N
3247348,713729005,Coccidiosis co-occurrent with human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
37017453,713729005,Coccidiosis co-occurrent with human immunodeficiency virus infection,Condition,SNOMED,S
3452456,233687002,Colophony asthma,Condition,Nebraska Lexicon,N
4119300,233687002,Colophony asthma,Condition,SNOMED,S
40483581,442478007,Combined tubal and intrauterine pregnancy,Condition,SNOMED,S
35208104,J98.3,Compensatory emphysema,Condition,ICD10CM,N
44821995,518.2,Compensatory emphysema,Condition,ICD9CM,N
3365475,33325001,Compensatory emphysema,Condition,Nebraska Lexicon,N
261895,33325001,Compensatory emphysema,Condition,SNOMED,S
3170656,6.98E+15,Complcated pregnancy due to surgical history: uterine myomectomy,Condition,Nebraska Lexicon,S
3124428,194967005,Concato's disease,Condition,Nebraska Lexicon,N
4242231,37980001,Concato's disease,Condition,SNOMED,S
40399335,194967005,Concato's disease,Condition,SNOMED,N
3139337,248992004,Confirmation of pregnancy,Condition,Nebraska Lexicon,N
4088930,248992004,Confirmation of pregnancy,Condition,SNOMED,N
3180937,276665006,Congenital acquired immune deficiency syndrome,Condition,Nebraska Lexicon,N
4171124,276665006,Congenital acquired immune deficiency syndrome,Condition,SNOMED,S
4166508,47895001,Congenital emphysema,Condition,SNOMED,S
40538605,359676009,Congenital emphysema,Condition,SNOMED,N
3425363,52079000,Congenital human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
4180254,52079000,Congenital human immunodeficiency virus infection,Condition,SNOMED,S
3288613,276666007,Congenital human immunodeficiency virus positive status syndrome,Condition,Nebraska Lexicon,N
4171125,276666007,Congenital human immunodeficiency virus positive status syndrome,Condition,SNOMED,S
3137828,233676005,Congenital lobar emphysema,Condition,Nebraska Lexicon,N
4281815,66987001,Congenital lobar emphysema,Condition,SNOMED,S
40436404,233676005,Congenital lobar emphysema,Condition,SNOMED,N
3119976,186832005,Congenital syphilis: [early forms - named variants],Condition,Nebraska Lexicon,N
3226081,275376007,Congenital syphilitic chronic coryza,Condition,Nebraska Lexicon,N
4167920,275376007,Congenital syphilitic chronic coryza,Condition,SNOMED,S
3322998,39402007,Congestion-fibrosis syndrome,Condition,Nebraska Lexicon,N
3098548,146765007,Contraceptive sponge failure,Condition,Nebraska Lexicon,N
10531,S06.337,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness",Condition,ICD10CM,N
45563403,S06.337A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Condition,ICD10CM,N
10532,S06.338,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness",Condition,ICD10CM,N
